file,course,section,question_id,status,difficulty,option_key,option_letter,issues,sample
content/cpa/far/questions.json,cpa,far,far-9k-013,approved,hard,2,C,wrong-option-marked-correct,"Correct. The lease is a finance lease, and the lease liability is the present value of lease payments."
content/cpa/far/questions.json,cpa,far,far-9k-015,approved,hard,2,C,correct-option-marked-incorrect,"Incorrect. The Amortization expense is $60,000"
content/cpa/far/questions.json,cpa,far,far-9k-017,approved,medium,0,A,self-contradictory-rationale-text,"This is the closest answer to the correct COGS amount calculated using the weighted-average method."
content/cpa/far/questions.json,cpa,far,far-9k-017,approved,medium,1,B,correct-option-marked-incorrect,"This answer likely results from incorrectly calculating the weighted-average cost per unit or using a different inventory valuation method (e.g., FIFO or LIFO)."
content/cpa/isc/questions.json,cpa,isc,isc-138,approved,medium,2,C,option-letter-prefix-mismatch,"B) CORRECT: Comprehensive security logging, encompassing authentication events, access to sensitive data, configuration changes, and security events, provides a holistic view of system activity, enabling effective threat detection, incident response,"
content/cpa/isc/questions.json,cpa,isc,isc-add-014,approved,hard,2,C,option-letter-prefix-mismatch,"B) CORRECT: A qualified SOC 2 report requires the user auditor to determine the relevance of the qualified control to their audit, assess compensating controls at the user entity or service organization, and perform additional procedures if necessary"
content/cpa/isc/questions.json,cpa,isc,isc-d10-003,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: Privileged accounts possess elevated permissions, enabling them to bypass standard security measures. If compromised, an attacker gains the ability to manipulate critical data, disable security features, and access sensitive information, "
content/cpa/isc/questions.json,cpa,isc,isc-d10-004,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: Configurable controls should be documented, access-restricted, subject to change management, and periodically reviewed to ensure they align with current business needs and maintain system integrity. This approach ensures proper governance"
content/cpa/isc/questions.json,cpa,isc,isc-d10-008,approved,medium,3,D,option-letter-prefix-mismatch,"B) Actively blocks malicious traffic in real-time (inline with network traffic) rather than just detecting and alerting — the IPS can drop malicious packets, reset connections, or block offending IP addresses automatically: This accurately describes "
content/cpa/isc/questions.json,cpa,isc,isc-d10-025,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: Transaction log backups capture every database transaction, allowing for point-in-time recovery. This means you can restore the database to a precise moment before a failure, minimizing data loss, especially critical for financial systems"
content/cpa/isc/questions.json,cpa,isc,isc-d11-002,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: ISO 27001 mandates a comprehensive ISMS including risk assessment, a Statement of Applicability (SoA) linking controls to risks, documented policies, management support, internal audits, and a Plan-Do-Check-Act (PDCA) cycle for continuous"
content/cpa/isc/questions.json,cpa,isc,isc-d11-005,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: RBAC centralizes access management by assigning permissions to roles (e.g., AP Clerk, Controller) instead of individual users. This simplifies administration, enforces segregation of duties, supports the principle of least privilege, and "
content/cpa/isc/questions.json,cpa,isc,isc-d11-020,approved,medium,3,D,option-letter-prefix-mismatch,"B) This option is CORRECT because it encompasses the entire vulnerability management lifecycle, including asset discovery, regular scanning, risk-based prioritization, timely remediation, verification, and metrics tracking, ensuring a comprehensive a"
content/cpa/isc/questions.json,cpa,isc,isc-d12-007,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: In IaaS, the customer manages the operating system, applications, data, identity and access management, and network configuration. The provider secures the underlying infrastructure *supporting* those components."
content/cpa/isc/questions.json,cpa,isc,isc-d12-021,approved,easy,3,D,option-letter-prefix-mismatch,"B) CORRECT: Multi-factor authentication (MFA) strengthens security by requiring verification from at least two distinct categories: knowledge (something you know), possession (something you have), and inherence (something you are). This layered appro"
content/cpa/isc/questions.json,cpa,isc,isc-d13-008,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: IT General Controls (ITGCs) and application controls are both crucial for ensuring the reliability of financial reporting systems. ITGCs provide the foundation for reliable data processing, while application controls directly address tran"
content/cpa/isc/questions.json,cpa,isc,isc-d13-009,approved,hard,3,D,option-letter-prefix-mismatch,"B) Maintaining a documented chain of custody is crucial because it establishes the integrity and authenticity of the evidence from collection to presentation in court. This includes using write-blockers to prevent alteration and meticulous documentat"
content/cpa/isc/questions.json,cpa,isc,isc-d13-016,approved,hard,3,D,option-letter-prefix-mismatch,"B) Container image scanning for vulnerabilities before deployment, image signing and provenance verification, least-privilege runtime configurations, network policies between containers, secrets management (not hardcoded in images), runtime monitorin"
content/cpa/isc/questions.json,cpa,isc,isc-d13-021,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: Shor's algorithm, run on a sufficiently powerful quantum computer, poses a significant threat to RSA and ECC, which are fundamental to current cybersecurity. Organizations must proactively prepare for this by understanding their cryptogra"
content/cpa/isc/questions.json,cpa,isc,isc-d6-017,approved,medium,3,D,option-letter-prefix-mismatch,"B) Penetration testing goes beyond simply identifying vulnerabilities; it actively attempts to exploit them to determine the real-world impact and potential damage a malicious actor could cause. This active exploitation provides a more accurate asses"
content/cpa/reg/questions.json,cpa,reg,reg-d2-013,approved,medium,3,D,option-letter-prefix-mismatch,"B) Is treated as a contribution of money to the partnership, increasing basis: Correct. Under IRC §752, an increase in a partner's share of partnership liabilities is treated as a deemed cash contribution by the partner, which increases their basis i"
content/cpa/reg/questions.json,cpa,reg,reg-easy-exp-019,approved,easy,0,A,option-letter-prefix-mismatch,"D) INCORRECT: The deductible amount is not arbitrarily limited to $1,000. The IRC §248 allows for a deduction of up to $5,000, and the full $5,000 is deductible here because the total organizational costs do not exceed $50,000."
content/cpa/reg/questions.json,cpa,reg,reg-easy-exp-019,approved,easy,3,D,option-letter-prefix-mismatch,"A) CORRECT: IRC §248 allows a newly formed corporation to deduct up to $5,000 of organizational expenditures in its first year. Since the corporation's organizational expenditures were $5,000, the entire amount is deductible because it falls within t"
content/cpa/reg/questions.json,cpa,reg,reg-gen-0967,draft,hard,0,A,self-contradictory-rationale-text,"The medical expense deduction is limited to the amount exceeding 7.5% of AGI. Qualified medical expenses are $4,000 (premiums) + $6,000 (doctor/hospital) + $3,000 (cosmetic surgery) = $13,000. The 7.5% AGI limit is $80,000 * 0.075 = $6,000. The deduc"
content/cpa/reg/questions.json,cpa,reg,reg-gen-0970,draft,hard,3,D,correct-option-marked-incorrect,"This option incorrectly adds the non-tuition scholarship amount and the 529 earnings, without properly considering the exclusions."
content/cpa/reg/questions.json,cpa,reg,reg-gen-0985,draft,medium,1,B,correct-option-marked-incorrect,"This option incorrectly assumes that the entire gross income is subject to self-employment tax without deducting any business expenses."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1010,draft,medium,1,B,correct-option-marked-incorrect,"This answer incorrectly calculates the built-in gain or applies the tax rate incorrectly."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1016,draft,easy,1,B,correct-option-marked-incorrect,"This answer incorrectly adds the entire mortgage to the adjusted basis without considering the portion of the mortgage Alan is effectively assuming himself through his partnership interest."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1023,draft,medium,3,D,correct-option-marked-incorrect,"This answer incorrectly assumes that the entire gain is recognized but correctly calculates the basis of the new property after deferring gain."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1039,draft,medium,1,B,correct-option-marked-incorrect,"This answer incorrectly calculates the net section 1231 gain. The gain exceeds the loss, so no ordinary income conversion occurs."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1048,draft,hard,1,B,correct-option-marked-incorrect,"Incorrect. This includes an incorrect amortization amount, and does not include the initial $5,000 deduction."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1058,draft,easy,0,A,correct-option-marked-incorrect,"A) $65,000 is incorrect because it doesn't properly account for the limitation on deducting expenses allocated to tax-exempt income when calculating DNI. It directly subtracts the full trustee fee amount without considering the allocation."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1058,draft,easy,1,B,wrong-option-marked-correct,"B) $70,000 is the correct answer. DNI for a simple trust includes taxable income (dividends) plus tax-exempt income, less deductible expenses. Trustee fees are deductible only to the extent allocable to taxable income. Since the trust is required to "
content/cpa/reg/questions.json,cpa,reg,reg-gen-1089,draft,medium,0,A,correct-option-marked-incorrect,"This answer is incorrect because it does not correctly add back the trustee fees that were allocated to income."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1126,draft,hard,1,B,correct-option-marked-incorrect,"This answer incorrectly assumes the full taxable income is passed through without considering trustee fees."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1134,draft,hard,1,B,correct-option-marked-incorrect,"This answer fails to account for trustee fees which reduce the distributable net income and thus the distribution deduction."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1138,draft,hard,1,B,correct-option-marked-incorrect,"B) $26,250 is incorrect because it incorrectly applies the NOL carryforward rules. The NOL carryforward from C corporation years can offset the built-in gain, but the calculation shown in the original explanation is flawed. The NOL carryforward shoul"
content/cpa/reg/questions.json,cpa,reg,reg-gen-1138,draft,hard,2,C,wrong-option-marked-correct,"C) $31,500 is the correct answer. The built-in gain is the lesser of the total built-in gain ($150,000) or the S corporation's taxable income ($400,000). The built-in gains tax is then calculated by multiplying the built-in gain by the corporate tax "
content/cpa/reg/questions.json,cpa,reg,reg-gen-1150,draft,medium,1,B,correct-option-marked-incorrect,"This answer incorrectly calculates the amount of the gain or loss and does not recognize the special allocation rules."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1152,draft,hard,1,B,correct-option-marked-incorrect,"This answer incorrectly includes the commissions paid to underwriters as part of the organizational expenditures and assumes the maximum organizational expenditure deduction is $10,000 before any reduction."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1169,draft,medium,0,A,correct-option-marked-incorrect,"This answer incorrectly uses the amount of the gain to calculate the built-in gains tax."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1170,draft,easy,0,A,correct-option-marked-incorrect,"This answer incorrectly subtracts the total trustee fees from the sum of the dividend income and tax-exempt interest."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1186,retired,hard,0,A,correct-option-marked-incorrect,"This answer incorrectly includes the depreciation recapture as section 1231 gain."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1187,draft,medium,0,A,correct-option-marked-incorrect,"This answer is incorrect because it doesn't consider the disallowed loss John had when selling the warehouse to Alpha."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1285,draft,easy,2,C,correct-option-marked-incorrect,"C) $27,000 is incorrect because while it represents 90% of the current year's tax liability, it's higher than 100% of the prior year's tax liability, which can be used since their AGI exceeded $150,000."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1293,draft,medium,0,A,correct-option-marked-incorrect,"This answer incorrectly assumes the full fair market value of the artwork is deductible and does not consider the AGI limitations."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1294,draft,hard,1,B,correct-option-marked-incorrect,"This answer likely results from incorrectly calculating the net earnings subject to self-employment tax or using an incorrect tax rate."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1307,draft,easy,0,A,correct-option-marked-incorrect,"This answer incorrectly applies the self-employment tax rate to the net earnings from self-employment without reducing it to 92.35%."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1312,draft,hard,0,A,correct-option-marked-incorrect,"Incorrect. This amount does not properly include the gambling winnings and the service award income."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1321,draft,hard,0,A,correct-option-marked-incorrect,"This answer fails to account for the reduction of self-employment income and overstates AGI."
content/cpa/reg/questions.json,cpa,reg,reg-gen-1325,draft,medium,1,B,self-contradictory-rationale-text,"B) $33,640 is the closest answer to the actual exemption after the phase-out. The AMT exemption for married filing jointly in 2024 is $133,520, but it's reduced by 25% of the amount that AMTI exceeds $187,800. The question is testing the concept of t"
content/cpa/reg/questions.json,cpa,reg,reg-gen-1340,draft,medium,3,D,correct-option-marked-incorrect,"This answer incorrectly calculates the self-employment tax liability, presumably by either not reducing by 7.65% or using incorrect tax rates."
content/cpa/reg/questions.json,cpa,reg,reg-9k-007,approved,medium,1,B,wrong-option-marked-correct,"Correct. The charitable contribution limit for corporations is 10% of taxable income (25% for certain years)."
content/cpa/reg/questions.json,cpa,reg,reg-9k-009,approved,medium,1,B,wrong-option-marked-correct,"Correct. Compensatory damages compensate for the loss suffered due to the breach."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-0902,draft,medium,1,B,correct-option-marked-incorrect,"This answer incorrectly adds back the full QCD amount to the AGI. QCDs are already excluded from gross income, so they do not need to be added back to calculate MAGI."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-0922,draft,hard,0,A,correct-option-marked-incorrect,"This answer incorrectly assumes the entire partnership income is allocated to partner A, without properly adjusting for the guaranteed payment's impact on the remaining income distribution."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1047,draft,hard,3,D,correct-option-marked-incorrect,"This answer is incorrect. It calculates the RMD for all accounts, including the Roth IRA, which is not subject to RMDs."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1069,draft,medium,3,D,correct-option-marked-incorrect,"This answer incorrectly calculates the family contribution limit plus the catch up contribution for both John and Mary, even though the catch up contribution is only $1,000 total, not $1,000 each, plus added an extra $1,000."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1174,draft,medium,2,C,correct-option-marked-incorrect,"This answer is incorrect. The scholarship impacts the amount of qualified expenses, but it does not mean $5,000 is taxable."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1243,draft,hard,2,C,correct-option-marked-incorrect,"Incorrect. The calculation does not accurately reflect the tax implications of the salary and distribution amounts."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1248,draft,hard,1,B,wrong-option-marked-correct|self-contradictory-rationale-text,"B) $900,000 is the correct answer. The GILTI inclusion before the section 250 deduction is calculated as Tested Income less 10% of QBAI, then multiplied by 50%. Tested Income is $2,000,000 (Gross Income) - $800,000 (Deductible Expenses) = $1,200,000."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1248,draft,hard,2,C,correct-option-marked-incorrect,"C) $1,000,000 is incorrect because it doesn't accurately reflect the GILTI inclusion calculation before the section 250 deduction. It seems to be an arbitrary number unrelated to the actual calculation."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1258,draft,hard,1,B,correct-option-marked-incorrect,"This option incorrectly calculates the gain by only considering the asset basis increase, but failing to consider the initial stock basis."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1324,draft,hard,2,C,correct-option-marked-incorrect,"This answer incorrectly calculates the GILTI inclusion, likely by using an incorrect percentage or misinterpreting the QBAI deduction."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1348,draft,hard,2,C,correct-option-marked-incorrect,"This answer is incorrect. It is the tax liability on the current year estimated income. However, the corporation has taxable income over $1 million in the past three years. This means it cannot use the previous year tax liability. It also doesn't acc"
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1356,retired,hard,1,B,correct-option-marked-incorrect,"This option incorrectly calculates the WOTC and R&D credit. The WOTC rate is 40% of the first $6,000 of wages, up to a maximum of $2,400. The R&D credit is 20% of the current-year qualified research expenses (QREs) over the base amount. In this case,"
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1387,draft,medium,1,B,correct-option-marked-incorrect,"This answer incorrectly calculates the distributive share of partnership income. It takes 25% of the full $100,000 instead of reducing the income by the guaranteed payment first."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1393,draft,hard,1,B,correct-option-marked-incorrect,"This option incorrectly divides the research expenses by 9 and the WOTC wages by 9. The correct calculation is to divide by 3."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1400,draft,hard,0,A,correct-option-marked-incorrect,"This answer is incorrect because it does not correctly calculate the interaction between the R&D credit and the WOTC. Specifically, it doesn't adjust the QREs for the wages used to calculate the WOTC."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1431,draft,medium,1,B,correct-option-marked-incorrect,"Incorrect. This amount would be obtained by multiplying the taxable income by 21% and dividing by 2 instead of 4."
content/cpa/tcp/questions.json,cpa,tcp,tcp-gen-1455,draft,medium,0,A,correct-option-marked-incorrect,"This answer is incorrect because the S Corp can claim WOTC for Employee A and B, as well as Employee C if the S Corp isn't a large business."
content/cpa/tcp/questions.json,cpa,tcp,tcp-9k-001,approved,easy,3,D,wrong-option-marked-correct,"This is the correct maximum amount as this is the regular contribution limit plus catch-up amount."
content/cpa/tcp/questions.json,cpa,tcp,tcp-9k-016,approved,medium,1,B,wrong-option-marked-correct,"This is the correct amount of the deduction for one-half of the self-employment tax."
functions/content-cpa/aud/questions.json,,,aud-d10-011,approved,hard,2,C,option-letter-prefix-mismatch,"B) Management bias, as indicated by consistently favorable estimates, raises concerns about the fairness and reliability of financial reporting. AU-C 240 requires auditors to consider such bias as a potential fraud risk because it suggests intentiona"
