file,course,section,question_id,status,difficulty,option_key,option_letter,issues,sample
content/cisa/cisa4/questions.json,cisa,cisa4,cisa4-b12-065,approved,easy,0,A,wrong-option-marked-correct,"Database mirroring provides more than just a backup; it provides a near-real-time failover capability. While backup is a byproduct, it's not"
content/cisa/cisa5/questions.json,cisa,cisa5,cisa5-139,approved,medium,0,A,wrong-option-marked-correct,"While correct syntax and object references are important, focusing solely on them ignores the crucial aspects of business justification, cur"
content/cisa/cisa5/questions.json,cisa,cisa5,cisa5-b10-084,approved,hard,1,B,wrong-option-marked-correct,"This is the reverse of the correct functionality. IPS blocks attacks, while IDS alerts."
content/cisa/cisa5/questions.json,cisa,cisa5,cisa5-b11-098,approved,hard,3,D,wrong-option-marked-correct,"This option focuses solely on regulatory compliance after issues are found, neglecting the ethical and proactive nature of privacy by design"
content/cisa/cisa5/questions.json,cisa,cisa5,cisa5-b12-095,approved,easy,1,B,wrong-option-marked-correct,"Containment always comes before eradication. Containment is about stopping the spread, while eradication is about removing the threat. This "
content/cpa/aud/questions.json,cpa,aud,aud-d10-011,approved,hard,2,C,option-letter-prefix-mismatch,"B) Management bias, as indicated by consistently favorable estimates, raises concerns about the fairness and reliability of financial report"
content/cpa/aud/questions.json,cpa,aud,aud-d11-015,approved,easy,2,C,option-letter-prefix-mismatch,"B) Performing substantive analytical procedures is the most effective approach because it allows the auditor to develop an independent expec"
content/cpa/aud/questions.json,cpa,aud,aud-d12-015,approved,easy,2,C,option-letter-prefix-mismatch,"B) CORRECT: The clearly trivial threshold is designed to capture immaterial misstatements that are so small they don't need to be tracked in"
content/cpa/aud/questions.json,cpa,aud,aud-d12-022,approved,hard,2,C,option-letter-prefix-mismatch,"B) CORRECT: Prior-period misstatements can have a 'rollover' effect, impacting current-period accounts (e.g., inventory). Auditors must asse"
content/cpa/aud/questions.json,cpa,aud,aud-d13-024,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: When prior-period financial statements are restated, the auditor must audit the restatement adjustments to ensure they are appro"
content/cpa/aud/questions.json,cpa,aud,aud-d2-015,approved,easy,3,D,option-letter-prefix-mismatch,"B) CORRECT: AICPA peer review programs mandate that firms performing audit, review, compilation (with disclosures), or attestation services "
content/cpa/aud/questions.json,cpa,aud,aud-d3-025,approved,medium,2,C,wrong-option-marked-correct,"The valuation assertion deals with whether accounts payable are recorded at the correct amount. While the search for unrecorded liabilities "
content/cpa/aud/questions.json,cpa,aud,aud-eth-003,approved,hard,1,B,correct-option-marked-incorrect,"A 7-year rotation period is incorrect under SEC rules for audit partner rotation; the requirement is 5 years."
content/cpa/aud/questions.json,cpa,aud,aud-gen-1123,draft,easy,0,A,wrong-option-marked-correct,"Assuming the client's records are correct without investigation is inappropriate and violates the auditor's responsibility to obtain suffici"
content/cpa/aud/questions.json,cpa,aud,aud-gen-1125,draft,hard,2,C,wrong-option-marked-correct,"While $150,000 is the correct projection, the increased audit effort required is not a limitation unique to non-statistical sampling."
content/cpa/aud/questions.json,cpa,aud,aud-gen-1146,draft,medium,1,B,correct-option-marked-incorrect,"Option B is incorrect because management's review doesn't negate the fact that the CPA firm is essentially auditing its own work. Independen"
content/cpa/aud/questions.json,cpa,aud,aud-gen-1189,draft,easy,3,D,wrong-option-marked-correct,"Tracing cash receipts primarily addresses the completeness assertion, confirming that cash received was properly recorded and applied to the"
content/cpa/aud/questions.json,cpa,aud,aud-gen-1241,draft,hard,3,D,correct-option-marked-incorrect,"This answer is incorrect because it results from using the incorrect confidence factor, such as the 99% confidence factor."
content/cpa/aud/questions.json,cpa,aud,aud-gen-1272,draft,hard,2,C,wrong-option-marked-correct,"While adjusting the financial statements isn't correct in this scenario, disclosing the event is required."
content/cpa/aud/questions.json,cpa,aud,aud-gen-1309,draft,easy,0,A,wrong-option-marked-correct,"Obtaining cutoff information is crucial to ensure that inventory is recorded in the correct accounting period. The auditor needs to determin"
content/cpa/aud/questions.json,cpa,aud,aud-gen-1315,draft,easy,0,A,wrong-option-marked-correct,"Requesting the customer to change their records is inappropriate as the customer's records are likely correct based on the shipping terms."
content/cpa/bar/questions.json,cpa,bar,bar-139,approved,hard,2,C,option-letter-prefix-mismatch,"B) CORRECT: WACC is the appropriate discount rate for Free Cash Flow to the Firm (FCFF) because FCFF represents the cash flow available to a"
content/cpa/bar/questions.json,cpa,bar,bar-d10-021,approved,hard,3,D,option-letter-prefix-mismatch,"B) If the performance condition is probable of being achieved, expense is recognized over the requisite service period; the probability asse"
content/cpa/bar/questions.json,cpa,bar,bar-d11-014,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: Tax-exempt municipal bond interest is a permanent difference because it is included in book income but is never subject to feder"
content/cpa/bar/questions.json,cpa,bar,bar-ta-003,retired,hard,0,A,wrong-option-marked-correct,"Why option A is CORRECT in isolation - The present value of lease payments being at least 90% of the asset's fair value IS a valid finance l"
content/cpa/bar/questions.json,cpa,bar,bar-ta-003,retired,hard,1,B,wrong-option-marked-correct,"Why option B is CORRECT in isolation - Ownership transfer and a purchase option reasonably certain to be exercised are both valid finance le"
content/cpa/bar/questions.json,cpa,bar,bar-ta-003,retired,hard,2,C,wrong-option-marked-correct,"Why option C is CORRECT in isolation - A lease term for the major part (≥75%) of the asset's remaining economic life IS a valid finance leas"
content/cpa/bar/questions.json,cpa,bar,bar-gen-0968,draft,medium,0,A,correct-option-marked-incorrect,"This answer incorrectly calculates the change in break-even point by either using the incorrect formula or by not calculating the break-even"
content/cpa/bar/questions.json,cpa,bar,bar-gen-0968,draft,medium,3,D,wrong-option-marked-correct,"This answer incorrectly calculates the change in break-even point. The calculation incorrectly assumes the break even goes down, not up. The"
content/cpa/bar/questions.json,cpa,bar,bar-gen-0992,draft,hard,2,C,wrong-option-marked-correct,"This option incorrectly multiplies the correct answer by the sales mix ratio of Alpha."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1004,draft,hard,3,D,wrong-option-marked-correct,"This would only be the correct answer if there was no change in value of the hedging instrument, which is not the case based on the facts pr"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1036,draft,hard,1,B,correct-option-marked-incorrect,"B) $2,950,000 decrease is incorrect because it misinterprets the impact of the bond issuance costs on the capital projects fund balance; the"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1041,draft,easy,1,B,wrong-option-marked-correct,"This answer incorrectly adds the unspent bond proceeds to the correct calculation."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1046,draft,hard,1,B,correct-option-marked-incorrect,"This answer uses an incorrect sales mix or calculation of the weighted-average contribution margin."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1062,draft,hard,0,A,correct-option-marked-incorrect,"Option A is incorrect because it understates the positive impact of the best-case scenario and overstates the negative impact of the worst-c"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1062,draft,hard,1,B,wrong-option-marked-correct,"Option B is the closest to the correct answer. The probability-weighted NPV considers the likelihood of different scenarios affecting raw ma"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1086,draft,hard,0,A,correct-option-marked-incorrect,"This answer is incorrect because it doesn't accurately reflect the calculations for the composite unit break-even point and the subsequent a"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1093,draft,easy,3,D,wrong-option-marked-correct,"1.50 is not the correct calculation of current assets divided by current liabilities."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1102,draft,hard,2,C,correct-option-marked-incorrect,"4,000 units is incorrect. This is a plausible answer that results from dividing total fixed costs by Beta's contribution margin only, ignori"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1105,draft,hard,0,A,correct-option-marked-incorrect,"The calculation is incorrect. While the explanation mentions long-term debt, the times interest earned focuses primarily on interest obligat"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1125,draft,medium,1,B,correct-option-marked-incorrect,"This answer is incorrect. It is the result of errors in calculating either the inventory conversion period, receivables collection period, o"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1147,draft,easy,3,D,wrong-option-marked-correct,"This answer adds 0.5 to the correct answer, which is not part of the calculation."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1159,draft,hard,0,A,correct-option-marked-incorrect,"15,000 units is incorrect. While close to a preliminary calculation, it doesn't fully account for the interdependency of the product mix and"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1165,draft,medium,3,D,wrong-option-marked-correct,"The correct increase in ROE is 4%. The closest answer is an increase of 2%, but it is not the best answer."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1188,draft,medium,1,B,wrong-option-marked-correct,"This answer incorrectly subtracts the payable deferral period. The correct formula includes subtracting payable deferral period."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1190,draft,hard,0,A,correct-option-marked-incorrect,"8,000 units is incorrect because it doesn't properly account for the weighted average contribution margin and total fixed costs."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1193,draft,medium,0,A,correct-option-marked-incorrect,"This option incorrectly calculates the collections by either adding or subtracting a wrong amount or not fully accounting for all three comp"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1204,draft,medium,0,A,correct-option-marked-incorrect,"This answer is incorrect because it only considers the fixed costs and ignores the contribution margin of each product."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1223,draft,medium,2,C,wrong-option-marked-correct,"This calculates the correct variance amount but incorrectly classifies it as favorable instead of unfavorable."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1232,draft,hard,0,A,correct-option-marked-incorrect,"275 is incorrect because it does not include the additional sales resulting from the increased social media engagement which drives addition"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1252,draft,easy,2,C,wrong-option-marked-correct,"This is the actual cost less the standard cost, which is not the correct way to calculate price variance. Price variance focuses on the pric"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1253,draft,hard,0,A,correct-option-marked-incorrect,"2,500 units is incorrect. This answer does not correctly calculate the weighted average contribution margin or account for the sales mix."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1259,draft,hard,3,D,correct-option-marked-incorrect,"This answer is too high. It's likely a miscalculation involving incorrect weights or fixed cost amounts."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1285,draft,medium,3,D,wrong-option-marked-correct,"The correct period is one year from when the financial statements are *issued or available to be issued*, not the balance sheet date."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1369,draft,medium,2,C,wrong-option-marked-correct,"Technology's revenue of $50 million is exactly 10%, however, the combined revenue of Retail Sales and Financial Services alone already meets"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1395,draft,easy,3,D,wrong-option-marked-correct,"The temporal method is an older term for the remeasurement method. While technically related, 'remeasurement method' is the correct and more"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1423,draft,easy,2,C,wrong-option-marked-correct,"$1,000,000 is not the correct threshold. It may be a distractor based on other calculations."
content/cpa/bar/questions.json,cpa,bar,bar-gen-1483,draft,easy,3,D,wrong-option-marked-correct,"The fair value option requires that changes in fair value are reported in current income. A gain of $0 would only be correct if the fair val"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1509,draft,medium,3,D,wrong-option-marked-correct,"Segment A is not reportable because its revenue ($7 million) is less than 10% of the total segment revenue ($50 million). Similarly, Segment"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1524,draft,easy,1,B,correct-option-marked-incorrect,"Option B is incorrect because the bankruptcy provides significant information about the collectibility of the receivable at year-end, requir"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1533,draft,medium,3,D,wrong-option-marked-correct,"The settlement of the lawsuit for a different amount than accrued is a Type I subsequent event requiring adjustment. The correct adjustment "
content/cpa/bar/questions.json,cpa,bar,bar-gen-1557,draft,hard,0,A,wrong-option-marked-correct,"Strategy A results in a ROE of 30%, whereas strategy B results in a ROE of 30%, so neither is better. The calculation of 1.5% is not correct"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1557,draft,hard,2,C,wrong-option-marked-correct,"Strategy A results in a ROE of 30%, whereas strategy B results in a ROE of 30%, so neither is better. The calculation of 3.0% is not correct"
content/cpa/bar/questions.json,cpa,bar,bar-gen-1583,draft,hard,2,C,correct-option-marked-incorrect,"This is a smaller favorable variance, but it's derived from an incorrect calculation of the standard mix, actual mix, and subsequent applica"
content/cpa/bar/questions.json,cpa,bar,bar-9k-011,approved,easy,0,A,correct-option-marked-incorrect,"This answer is incorrect because it represents the incorrect calculation of the NPV. The present values were not calculated correctly."
content/cpa/bar/questions.json,cpa,bar,bar-9k-014,approved,medium,0,A,correct-option-marked-incorrect,"This answer is incorrect because the equation was used incorrectly."
content/cpa/far/questions.json,cpa,far,far-d11-016,approved,medium,2,C,option-letter-prefix-mismatch,"B) $16,667 is CORRECT because cash-settled SARs are treated as liabilities and remeasured to fair value at each reporting date. The Year 1 c"
content/cpa/far/questions.json,cpa,far,far-d15-003,approved,hard,1,B,option-letter-prefix-mismatch,"C) $125,000 is incorrect because it uses an incorrect calculation. It might be derived from applying the tax rate to the fair value of the e"
content/cpa/far/questions.json,cpa,far,far-d15-003,approved,hard,2,C,option-letter-prefix-mismatch,"B) CORRECT: The difference between the equipment's fair value ($500,000) and its tax basis ($300,000) creates a taxable temporary difference"
content/cpa/far/questions.json,cpa,far,far-d21-023,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: Common stock and APIC represent the historical investment in the subsidiary. To maintain the original dollar value of that inves"
content/cpa/far/questions.json,cpa,far,far-ext-inv-003,approved,hard,2,C,wrong-option-marked-correct,"While beginning inventory and purchases are correct, the conventional retail method specifically excludes markdowns from the cost-to-retail "
content/cpa/far/questions.json,cpa,far,far-extra-156,approved,medium,0,A,wrong-option-marked-correct,"Correct! Nonspendable resources are inherently the most restricted as they cannot be spent."
content/cpa/far/questions.json,cpa,far,far-extra-156,approved,medium,2,C,correct-option-marked-incorrect,"Incorrect. Restricted is the most restrictive SPENDABLE classification, but Nonspendable is more restrictive overall."
content/cpa/far/questions.json,cpa,far,far-gen-1307,draft,easy,3,D,wrong-option-marked-correct,"This is the sum of actual warranty costs incurred during the year and the total estimated warranty expense, which is not the correct calcula"
content/cpa/far/questions.json,cpa,far,far-gen-1326,draft,hard,0,A,correct-option-marked-incorrect,"This answer only includes the cash and cash equivalents that are not restricted. This is incorrect, as restricted cash should also be includ"
content/cpa/far/questions.json,cpa,far,far-gen-1335,draft,hard,2,C,correct-option-marked-incorrect,"This is incorrect because the full tax benefit can be recognized since it is more likely than not. The tax benefit is only reduced to the am"
content/cpa/far/questions.json,cpa,far,far-gen-1336,draft,easy,3,D,wrong-option-marked-correct,"This amount is not the correct profit calculation. Profit is calculated as the sales price less the carrying amount, which is $1,000,000 - $"
content/cpa/far/questions.json,cpa,far,far-gen-1345,draft,easy,2,C,wrong-option-marked-correct,"This calculation would be correct if the revenue was recognized ratably for tax and entirely for book."
content/cpa/far/questions.json,cpa,far,far-gen-1345,draft,easy,3,D,wrong-option-marked-correct,"This calculation would be correct if only one year is considered and the deferred tax liability is based on the $200,000 difference."
content/cpa/far/questions.json,cpa,far,far-gen-1352,draft,hard,2,C,wrong-option-marked-correct,"This option only subtracts the uncollectible portion. While it is a step closer to the correct answer, it does not consider the 60-day avail"
content/cpa/far/questions.json,cpa,far,far-gen-1357,draft,medium,3,D,wrong-option-marked-correct,"Grants restricted for specific purposes are recognized as revenue when the qualifying expenditures are incurred, not when cash is received. "
content/cpa/far/questions.json,cpa,far,far-gen-1358,draft,medium,3,D,wrong-option-marked-correct,"This answer incorrectly calculates the lease liability. It seems to be adding the lease payment to the initial lease liability, which is not"
content/cpa/far/questions.json,cpa,far,far-gen-1385,draft,hard,2,C,wrong-option-marked-correct,"This option incorrectly calculates the gain. While the new principal is $4,000,000, the correct calculation simply takes the difference betw"
content/cpa/far/questions.json,cpa,far,far-gen-1395,draft,medium,2,C,wrong-option-marked-correct,"This option incorrectly includes the cash restricted for plant expansion, which is classified as noncurrent, in addition to the correct curr"
content/cpa/far/questions.json,cpa,far,far-gen-1396,draft,medium,1,B,wrong-option-marked-correct,"B) $180,000 is the correct depreciation expense for 2024. The double-declining balance rate is 40%. 2023 depreciation is $200,000 ($500,000 "
content/cpa/far/questions.json,cpa,far,far-gen-1396,draft,medium,2,C,wrong-option-marked-correct,"C) $200,000 is the depreciation expense for 2023, not 2024. Make sure to carefully read the question and provide the answer for the correct "
content/cpa/far/questions.json,cpa,far,far-gen-1397,draft,hard,0,A,wrong-option-marked-correct,"A modification always requires analysis to determine if incremental compensation expense needs to be recorded. Zero is only the correct answ"
content/cpa/far/questions.json,cpa,far,far-gen-1397,draft,hard,3,D,wrong-option-marked-correct,"This answer is double the correct amount. It likely results from incorrectly using the $20 fair value of the modified option without conside"
content/cpa/far/questions.json,cpa,far,far-gen-1423,draft,hard,3,D,correct-option-marked-incorrect,"$250,000 is the original depreciation expense with the incorrect remaining useful life calculation ($1,600,000 - $400,000)/4."
content/cpa/far/questions.json,cpa,far,far-gen-1431,draft,easy,2,C,wrong-option-marked-correct,"The 5% threshold is not relevant in determining major fund status; the correct threshold for *other* funds is 10%, and this rule doesn't app"
content/cpa/far/questions.json,cpa,far,far-gen-1452,draft,easy,0,A,correct-option-marked-incorrect,"Incorrect. While $47,000 is the NRV, the question asks for the lower of cost or NRV, which requires comparing the two amounts."
content/cpa/far/questions.json,cpa,far,far-gen-1461,draft,easy,3,D,wrong-option-marked-correct,"This answer would be correct if the undiscounted cash flows exceeded the carrying value. That is not the case here."
content/cpa/far/questions.json,cpa,far,far-gen-1466,draft,easy,2,C,wrong-option-marked-correct,"The estimated selling price is not the correct carrying value. The estimated costs to complete and sell must be deducted to arrive at NRV."
content/cpa/far/questions.json,cpa,far,far-gen-1475,draft,medium,3,D,wrong-option-marked-correct,"Incorrectly calculates the credit loss expense. The correct method is ending balance + write offs - recoveries - beginning balance"
content/cpa/far/questions.json,cpa,far,far-gen-1484,draft,hard,3,D,wrong-option-marked-correct,"This amount represents a miscalculation. The correct answer is based on the present value of future lease payments."
content/cpa/far/questions.json,cpa,far,far-9k-002-1,approved,easy,0,A,wrong-option-marked-correct,"Correct. The weighted average cost is calculated by dividing the total cost of goods available for sale by the total number of units availab"
content/cpa/far/questions.json,cpa,far,far-9k-002-1,approved,easy,1,B,correct-option-marked-incorrect,"Incorrect. This answer likely results from not correctly calculating the weighted-average cost per unit."
content/cpa/far/questions.json,cpa,far,far-9k-005-1,approved,hard,2,C,correct-option-marked-incorrect,"Incorrect. This answer likely resulted from a misunderstanding of the double declining balance method."
content/cpa/far/questions.json,cpa,far,far-9k-005-1,approved,hard,3,D,wrong-option-marked-correct,"Correct. Double declining balance depreciation calculates depreciation expense at twice the straight line rate."
content/cpa/far/questions.json,cpa,far,far-9k-007,approved,medium,0,A,wrong-option-marked-correct,"Correct because FIFO uses older (cheaper) costs during rising prices, leading to lower COGS and higher Net Income."
content/cpa/far/questions.json,cpa,far,far-9k-007,approved,medium,1,B,correct-option-marked-incorrect,"Incorrect because the FIFO method will result in lower cost of goods sold during periods of rising prices."
content/cpa/far/questions.json,cpa,far,far-9k-013,approved,hard,1,B,correct-option-marked-incorrect,"Incorrect. The lease is a finance lease, not an operating lease."
content/cpa/far/questions.json,cpa,far,far-9k-013,approved,hard,2,C,wrong-option-marked-correct,"Correct. The lease is a finance lease, and the lease liability is the present value of lease payments."
content/cpa/far/questions.json,cpa,far,far-9k-015,approved,hard,2,C,correct-option-marked-incorrect,"Incorrect. The Amortization expense is $60,000"
content/cpa/far/questions.json,cpa,far,far-9k-017,approved,medium,0,A,wrong-option-marked-correct,"This is the closest answer to the correct COGS amount calculated using the weighted-average method."
content/cpa/isc/questions.json,cpa,isc,isc-138,approved,medium,2,C,option-letter-prefix-mismatch,"B) CORRECT: Comprehensive security logging, encompassing authentication events, access to sensitive data, configuration changes, and securit"
content/cpa/isc/questions.json,cpa,isc,isc-add-014,approved,hard,2,C,option-letter-prefix-mismatch,"B) CORRECT: A qualified SOC 2 report requires the user auditor to determine the relevance of the qualified control to their audit, assess co"
content/cpa/isc/questions.json,cpa,isc,isc-d10-003,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: Privileged accounts possess elevated permissions, enabling them to bypass standard security measures. If compromised, an attacke"
content/cpa/isc/questions.json,cpa,isc,isc-d10-004,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: Configurable controls should be documented, access-restricted, subject to change management, and periodically reviewed to ensure"
content/cpa/isc/questions.json,cpa,isc,isc-d10-008,approved,medium,3,D,option-letter-prefix-mismatch,"B) Actively blocks malicious traffic in real-time (inline with network traffic) rather than just detecting and alerting — the IPS can drop m"
content/cpa/isc/questions.json,cpa,isc,isc-d10-025,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: Transaction log backups capture every database transaction, allowing for point-in-time recovery. This means you can restore the "
content/cpa/isc/questions.json,cpa,isc,isc-d11-002,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: ISO 27001 mandates a comprehensive ISMS including risk assessment, a Statement of Applicability (SoA) linking controls to risks,"
content/cpa/isc/questions.json,cpa,isc,isc-d11-005,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: RBAC centralizes access management by assigning permissions to roles (e.g., AP Clerk, Controller) instead of individual users. T"
content/cpa/isc/questions.json,cpa,isc,isc-d11-020,approved,medium,3,D,option-letter-prefix-mismatch,"B) This option is CORRECT because it encompasses the entire vulnerability management lifecycle, including asset discovery, regular scanning,"
content/cpa/isc/questions.json,cpa,isc,isc-d12-007,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: In IaaS, the customer manages the operating system, applications, data, identity and access management, and network configuratio"
content/cpa/isc/questions.json,cpa,isc,isc-d12-021,approved,easy,3,D,option-letter-prefix-mismatch,"B) CORRECT: Multi-factor authentication (MFA) strengthens security by requiring verification from at least two distinct categories: knowledg"
content/cpa/isc/questions.json,cpa,isc,isc-d13-008,approved,medium,3,D,option-letter-prefix-mismatch,"B) CORRECT: IT General Controls (ITGCs) and application controls are both crucial for ensuring the reliability of financial reporting system"
content/cpa/isc/questions.json,cpa,isc,isc-d13-009,approved,hard,3,D,option-letter-prefix-mismatch,"B) Maintaining a documented chain of custody is crucial because it establishes the integrity and authenticity of the evidence from collectio"
content/cpa/isc/questions.json,cpa,isc,isc-d13-016,approved,hard,3,D,option-letter-prefix-mismatch,"B) Container image scanning for vulnerabilities before deployment, image signing and provenance verification, least-privilege runtime config"
content/cpa/isc/questions.json,cpa,isc,isc-d13-021,approved,hard,3,D,option-letter-prefix-mismatch,"B) CORRECT: Shor's algorithm, run on a sufficiently powerful quantum computer, poses a significant threat to RSA and ECC, which are fundamen"
content/cpa/isc/questions.json,cpa,isc,isc-d6-017,approved,medium,3,D,option-letter-prefix-mismatch,"B) Penetration testing goes beyond simply identifying vulnerabilities; it actively attempts to exploit them to determine the real-world impa"
content/cpa/isc/questions.json,cpa,isc,isc-d8-011,approved,medium,1,B,correct-option-marked-incorrect,"DNS cache poisoning, also known as DNS spoofing, involves injecting false DNS data into a DNS resolver's cache, causing users to be redirect"
content/cpa/isc/questions.json,cpa,isc,isc-itgc-001,approved,medium,2,C,self-contradictory-rationale-text,"Why option C is WRONG - Annual reviews without IT involvement are prone to errors and delays, leaving terminated employees' access active fo"
content/cpa/isc/questions.json,cpa,isc,isc-wc-111,approved,hard,1,B,wrong-option-marked-correct,"Hashing algorithms create a one-way, fixed-size 'fingerprint' of data, and cannot be reversed to recover the original information. AES-256 i"
content/cpa/isc/questions.json,cpa,isc,isc-gen-1152,draft,medium,3,D,wrong-option-marked-correct,"Increasing the frequency of manual audits is resource-intensive and only provides a snapshot in time. It doesn't prevent or automatically co"
content/cpa/isc/questions.json,cpa,isc,isc-gen-1193,draft,medium,3,D,wrong-option-marked-correct,"Subtracting from or mixing the values of RTO and RPO is not the correct application of the concepts. The values are derived from business im"
content/cpa/isc/questions.json,cpa,isc,isc-gen-1223,draft,medium,3,D,wrong-option-marked-correct,"Relying on users to manually correct data is inefficient and inconsistent. It also places the burden of data quality on end-users instead of"
content/cpa/reg/questions.json,cpa,reg,reg-cred-002,approved,easy,0,A,wrong-option-marked-correct,"While a $1,000 amount might seem plausible, it's not the correct value for the Child Tax Credit. The current Child Tax Credit is $2,000 per "
content/cpa/reg/questions.json,cpa,reg,reg-d2-013,approved,medium,3,D,option-letter-prefix-mismatch,"B) Is treated as a contribution of money to the partnership, increasing basis: Correct. Under IRC §752, an increase in a partner's share of "
content/cpa/reg/questions.json,cpa,reg,reg-easy-exp-019,approved,easy,0,A,option-letter-prefix-mismatch,"D) INCORRECT: The deductible amount is not arbitrarily limited to $1,000. The IRC §248 allows for a deduction of up to $5,000, and the full "
content/cpa/reg/questions.json,cpa,reg,reg-easy-exp-019,approved,easy,3,D,option-letter-prefix-mismatch,"A) CORRECT: IRC §248 allows a newly formed corporation to deduct up to $5,000 of organizational expenditures in its first year. Since the co"
content/cpa/reg/questions.json,cpa,reg,reg-ind-015,approved,medium,1,B,wrong-option-marked-correct,"$3,600 was the maximum Child Tax Credit amount for 2021 only, as part of temporary pandemic relief measures. This is not the correct amount "
content/cpa/reg/questions.json,cpa,reg,reg-ind-015,approved,medium,2,C,wrong-option-marked-correct,"$3,000 was the maximum Child Tax Credit amount for qualifying children ages 6-17 in 2021 only, as part of temporary pandemic relief measures"
content/cpa/reg/questions.json,cpa,reg,reg-ind-053,approved,hard,0,A,wrong-option-marked-correct,"This answer uses the full $3,000 child care expense without applying the correct credit percentage of 20% or incorrectly assumes the taxpaye"
